laureate_id,full_name,given_name,family_name,gender,birth_date,birth_country,birth_city,prize_date,category,prizeAmount,motivation
909,"Eric Betzig","Eric","Betzig",male,1960-01-13,"USA","Ann Arbor, MI",2014-10-08,"Chemistry",8000000,"for the development of super-resolved fluorescence microscopy"
738,"Eric Cornell","Eric","Cornell",male,1961-12-19,"USA","Palo Alto, CA",2001-10-09,"Physics",10000000,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
454,"Eric F. Wieschaus","Eric F.","Wieschaus",male,1947-06-08,"USA","South Bend, IN",1995-10-09,"Physiology or Medicine",7200000,"for their discoveries concerning the genetic control of early embryonic development"
724,"Eric Kandel","Eric","Kandel",male,1929-11-07,"Austria","Vienna",2000-10-09,"Physiology or Medicine",9000000,"for their discoveries concerning signal transduction in the nervous system"
821,"Eric S. Maskin","Eric S.","Maskin",male,1950-12-12,"USA","New York, NY",2007-10-15,"Economic Sciences",10000000,"for having laid the foundations of mechanism design theory"
604,"Erik Axel Karlfeldt","Erik Axel","Karlfeldt",male,1864-07-20,"Sweden","Karlbo",1931-11-08,"Literature",173206,"The poetry of Erik Axel Karlfeldt"
625,"Ernest Hemingway","Ernest","Hemingway",male,1899-07-21,"USA","Oak Park, IL",1954-10-28,"Literature",181647,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style"
47,"Ernest Lawrence","Ernest","Lawrence",male,1901-08-08,"USA","Canton, SD",1939-11-09,"Physics",148822,"for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements"
167,"Ernest Rutherford","Ernest","Rutherford",male,1871-08-30,"New Zealand","Nelson",1908-11-10,"Chemistry",139800,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances"
57,"Ernest T.S. Walton","Ernest T.S.","Walton",male,1903-10-06,"Ireland","Dungarvan",1951-11-15,"Physics",167612,"for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles"
471,"Ernesto Teodoro Moneta","Ernesto Teodoro","Moneta",male,1833-09-20,"Austrian Empire","Milan",1907-12-10,"Peace",138796,"for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy"
340,"Ernst B. Chain","Ernst B.","Chain",male,1906-06-19,"Germany","Berlin",1945-10-25,"Physiology or Medicine",121333,"for the discovery of penicillin and its curative effect in various infectious diseases"
244,"Ernst Otto Fischer","Ernst Otto","Fischer",male,1918-11-10,"Germany","Munich",1973-10-23,"Chemistry",510000,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds"
127,"Ernst Ruska","Ernst","Ruska",male,1906-12-25,"Germany","Heidelberg",1986-10-15,"Physics",2000000,"for his fundamental work in electron optics, and for the design of the first electron microscope"
444,"Erwin Neher","Erwin","Neher",male,1944-03-20,"Germany","Landsberg",1991-10-07,"Physiology or Medicine",6000000,"for their discoveries concerning the function of single ion channels in cells"
39,"Erwin Schrödinger","Erwin","Schrödinger",male,1887-08-12,"Austria","Vienna",1933-11-09,"Physics",170332,"for the discovery of new productive forms of atomic theory"
983,"Esther Duflo","Esther","Duflo",female,1972-10-25,"France","Paris",2019-10-14,"Economic Sciences",9000000,"for their experimental approach to alleviating global poverty"
894,"Eugene F. Fama","Eugene F.","Fama",male,1939-02-14,"USA","Boston, MA",2013-10-14,"Economic Sciences",8000000,"for their empirical analysis of asset prices"
608,"Eugene O'Neill","Eugene","O'Neill",male,1888-10-16,"USA","New York, NY",1936-11-12,"Literature",159850,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy"
78,"Eugene Wigner","Eugene","Wigner",male,1902-11-17,"Austria-Hungary","Budapest",1963-11-05,"Physics",265000,"for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles"
651,"Eugenio Montale","Eugenio","Montale",male,1896-10-12,"Italy","Genoa",1975-10-23,"Literature",630000,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions"
881,"nan","nan","nan",nan,nan,"nan","nan",2012-10-12,"Peace",8000000,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe"
649,"Eyvind Johnson","Eyvind","Johnson",male,1900-07-29,"Sweden","Svartbjörnsbyn",1974-10-03,"Literature",550000,"for a narrative art, far-seeing in lands and ages, in the service of freedom"
929,"F. Duncan M. Haldane","F. Duncan M.","Haldane",male,1951-09-14,"United Kingdom","London",2016-10-04,"Physics",8000000,"for theoretical discoveries of topological phase transitions and topological phases of matter"
283,"F. Sherwood Rowland","F. Sherwood","Rowland",male,1927-06-28,"USA","Delaware, OH",1995-10-11,"Chemistry",7200000,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"
556,"F.W. de Klerk","F.W.","de Klerk",male,1936-03-18,"South Africa","Johannesburg",1993-10-15,"Peace",6700000,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa"
58,"Felix Bloch","Felix","Bloch",male,1905-10-23,"Switzerland","Zurich",1952-11-06,"Physics",171135,"for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith"
379,"Feodor Lynen","Feodor","Lynen",male,1911-04-06,"Germany","Munich",1964-10-15,"Physiology or Medicine",273000,"for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism"
14,"Ferdinand Braun","Ferdinand","Braun",male,1850-06-06,"Hesse-Kassel","Fulda",1909-11-09,"Physics",139800,"in recognition of their contributions to the development of wireless telegraphy"
492,"Ferdinand Buisson","Ferdinand","Buisson",male,1841-12-20,"France","Paris",1927-12-10,"Peace",126501,"for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation"
1027,"Ferenc Krausz","Ferenc","Krausz",male,1962-05-17,"Hungary","Mór",2023-10-03,"Physics",11000000,"for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter"
460,"Ferid Murad","Ferid","Murad",male,1936-09-14,"USA","Whiting, IN",1998-10-12,"Physiology or Medicine",7600000,"for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system"
786,"Finn E. Kydland","Finn E.","Kydland",male,1943-12-01,"Norway","Gjesdal",2004-10-11,"Economic Sciences",10000000,"for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles"
963,"Frances H. Arnold","Frances H.","Arnold",female,1956-07-25,"USA","Pittsburgh, PA",2018-10-03,"Chemistry",9000000,"for the directed evolution of enzymes"
372,"Francis Crick","Francis","Crick",male,1916-06-08,"United Kingdom","Northampton",1962-10-18,"Physiology or Medicine",257220,"for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"
180,"Francis W. Aston","Francis W.","Aston",male,1877-09-01,"United Kingdom","Harborne",1922-11-09,"Chemistry",122483,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule"
699,"Franco Modigliani","Franco","Modigliani",male,1918-06-18,"Italy","Rome",1985-10-15,"Economic Sciences",1800000,"for his pioneering analyses of saving and of financial markets"
887,"François Englert","François","Englert",male,1932-11-06,"Belgium","Etterbeek",2013-10-08,"Physics",8000000,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider"
380,"François Jacob","François","Jacob",male,1920-06-17,"France","Nancy",1965-10-14,"Physiology or Medicine",282000,"for their discoveries concerning genetic control of enzyme and virus synthesis"
623,"François Mauriac","François","Mauriac",male,1885-10-11,"France","Bordeaux",1952-11-06,"Literature",171135,"for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life"
824,"Françoise Barré-Sinoussi","Françoise","Barré-Sinoussi",female,1947-07-30,"France","Paris",2008-10-06,"Physiology or Medicine",10000000,"for their discovery of human immunodeficiency virus"
494,"Frank B. Kellogg","Frank B.","Kellogg",male,1856-12-22,"USA","Potsdam, NY",1930-12-10,"Peace",172760,"for his crucial role in bringing about the Briand-Kellogg Pact"
778,"Frank Wilczek","Frank","Wilczek",male,1951-05-15,"USA","New York, NY",2004-10-05,"Physics",10000000,"for the discovery of asymptotic freedom in the theory of the strong interaction"
613,"Frans Eemil Sillanpää","Frans Eemil","Sillanpää",male,1888-09-16,"Russian Empire","Hämeenkyrö",1939-11-10,"Literature",148822,"for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature"
1048,"Fred Ramsdell","Frederick J.","Ramsdell",male,1960-12-04,"USA","Elmhurst, IL",2025-10-06,"Physiology or Medicine",11000000,"for their discoveries concerning peripheral immune tolerance"
193,"Frédéric Joliot","Frédéric","Joliot",male,1900-03-19,"France","Paris",1935-11-14,"Chemistry",159917,"in recognition of their synthesis of new radioactive elements"
573,"Frédéric Mistral","Frédéric","Mistral",male,1830-09-08,"France","Maillane",1904-11-17,"Literature",140859,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist"
463,"Frédéric Passy","Frédéric","Passy",male,1822-05-20,"France","Paris",1901-12-10,"Peace",150782,"for his lifelong work for international peace conferences, diplomacy and arbitration"
358,"Frederick C. Robbins","Frederick C.","Robbins",male,1916-08-25,"USA","Auburn, AL",1954-10-21,"Physiology or Medicine",181647,"for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue"
313,"Frederick G. Banting","Frederick G.","Banting",male,1891-11-14,"Canada","Alliston",1923-10-25,"Physiology or Medicine",114935,"for the discovery of insulin"
148,"Frederick Reines","Frederick","Reines",male,1918-03-16,"USA","Paterson, NJ",1995-10-11,"Physics",7200000,"for the detection of the neutrino"
222,"Frederick Sanger","Frederick","Sanger",male,1918-08-13,"United Kingdom","Rendcombe",1958-10-28,"Chemistry",214559,"for his work on the structure of proteins, especially that of insulin"
222,"Frederick Sanger","Frederick","Sanger",male,1918-08-13,"United Kingdom","Rendcombe",1980-10-14,"Chemistry",880000,"for their contributions concerning the determination of base sequences in nucleic acids"
179,"Frederick Soddy","Frederick","Soddy",male,1877-09-02,"United Kingdom","Eastbourne",1922-11-09,"Chemistry",121573,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes"
474,"Fredrik Bajer","Fredrik","Bajer",male,1837-04-21,"Denmark","Næstved",1908-12-10,"Peace",139800,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors"
487,"Fridtjof Nansen","Fridtjof","Nansen",male,1861-10-10,"Norway","Kristiania",1922-12-10,"Peace",122483,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees"
190,"Friedrich Bergius","Friedrich","Bergius",male,1884-10-11,"Germany","Goldschmieden, near Breslau",1931-11-12,"Chemistry",173206,"in recognition of their contributions to the invention and development of chemical high pressure methods"
685,"Friedrich von Hayek","Friedrich","von Hayek",male,1899-05-08,"Austria","Vienna",1974-10-09,"Economic Sciences",550000,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"
508,"nan","nan","nan",nan,nan,"nan","nan",1947-10-30,"Peace",146115,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations"
60,"Frits Zernike","Frits","Zernike",male,1888-07-16,"the Netherlands","Amsterdam",1953-11-04,"Physics",175293,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope"
177,"Fritz Haber","Fritz","Haber",male,1868-12-09,"Prussia","Breslau",1919-11-13,"Chemistry",138198,"for the synthesis of ammonia from its elements"
355,"Fritz Lipmann","Fritz","Lipmann",male,1899-06-12,"Germany","Koenigsberg",1953-10-22,"Physiology or Medicine",175293,"for his discovery of co-enzyme A and its importance for intermediary metabolism"
181,"Fritz Pregl","Fritz","Pregl",male,1869-09-03,"Austria-Hungary","Laibach",1923-11-13,"Chemistry",114935,"for his invention of the method of micro-analysis of organic substances"
659,"Gabriel García Márquez","Gabriel","García Márquez",male,1927-03-06,"Colombia","Aracataca",1982-10-21,"Literature",1150000,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts"
12,"Gabriel Lippmann","Gabriel","Lippmann",male,1845-08-16,"Luxembourg","Hollerich",1908-11-10,"Physics",139800,"for his method of reproducing colours photographically based on the phenomenon of interference"
615,"Gabriela Mistral","Gabriela","Mistral",female,1889-04-07,"Chile","Vicuña",1945-11-15,"Literature",121333,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world"
734,"Gao Xingjian","Xingjian","Gao",male,1940-01-04,"China","Ganzhou",2000-10-12,"Literature",9000000,"for an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama"
708,"Gary Becker","Gary","Becker",male,1930-12-02,"USA","Pottsville, PA",1992-10-13,"Economic Sciences",6500000,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour"
1036,"Gary Ruvkun","Gary","Ruvkun",male,1952-00-00,"USA","Berkeley, CA",2024-10-07,"Physiology or Medicine",11000000,"for the discovery of microRNA and its role in post-transcriptional gene regulation"
1038,"Geoffrey Hinton","Geoffrey","Hinton",male,1947-12-06,"United Kingdom","London",2024-10-08,"Physics",11000000,"for foundational discoveries and inventions that enable machine learning with artificial neural networks"
245,"Geoffrey Wilkinson","Geoffrey","Wilkinson",male,1921-07-14,"United Kingdom","Todmorden",1973-10-23,"Chemistry",510000,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds"
371,"Georg von Békésy","Georg","von Békésy",male,1899-06-03,"Hungary","Budapest",1961-10-19,"Physiology or Medicine",250233,"for his discoveries of the physical mechanism of stimulation within the cochlea"
253,"Georg Wittig","Georg","Wittig",male,1897-06-16,"Germany","Berlin",1979-10-15,"Chemistry",800000,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis"
744,"George A. Akerlof","George A.","Akerlof",male,1940-06-17,"USA","New Haven, CT",2001-10-10,"Economic Sciences",10000000,"for their analyses of markets with asymmetric information"
280,"George A. Olah","George A.","Olah",male,1927-05-22,"Hungary","Budapest",1994-10-12,"Chemistry",7000000,"for his contribution to carbocation chemistry"
364,"George Beadle","George","Beadle",male,1903-10-22,"USA","Wahoo, NE",1958-10-30,"Physiology or Medicine",214559,"for their discovery that genes act by regulating definite chemical events"
596,"George Bernard Shaw","George Bernard","Shaw",male,1856-07-26,"Ireland","Dublin",1926-11-11,"Literature",118165,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty"
514,"George C. Marshall","George C.","Marshall",male,1880-12-31,"USA","Uniontown, PA",1953-10-30,"Peace",175293,"for proposing and supervising the plan for the economic recovery of Europe"
421,"George D. Snell","George D.","Snell",male,1903-12-19,"USA","Bradford, MA",1980-10-10,"Physiology or Medicine",880000,"for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions"
201,"George de Hevesy","George","de Hevesy",male,1885-08-01,"Austria-Hungary","Budapest",1944-11-09,"Chemistry",123691,"for his work on the use of isotopes as tracers in the study of chemical processes"
405,"George E. Palade","George E.","Palade",male,1912-11-19,"Romania","Iasi",1974-10-10,"Physiology or Medicine",550000,"for their discoveries concerning the structural and functional organization of the cell"
840,"George E. Smith","George E.","Smith",male,1930-05-10,"USA","White Plains, NY",2009-10-06,"Physics",10000000,"for the invention of an imaging semiconductor circuit - the CCD sensor"
805,"George F. Smoot","George F.","Smoot",male,1945-02-20,"USA","Yukon, FL",2006-10-03,"Physics",10000000,"for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation"
439,"George H. Hitchings","George H.","Hitchings",male,1905-04-18,"USA","Hoquiam, WA",1988-10-17,"Physiology or Medicine",2500000,"for their discoveries of important principles for drug treatment"
326,"George H. Whipple","George H.","Whipple",male,1878-08-28,"USA","Ashland, NH",1934-10-25,"Physiology or Medicine",162608,"for their discoveries concerning liver therapy in cases of anaemia"
696,"George J. Stigler","George J.","Stigler",male,1911-01-17,"USA","Renton, WA",1982-10-20,"Economic Sciences",1150000,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation"
964,"George P. Smith","George P.","Smith",male,1941-03-10,"USA","Norwalk, CT",2018-10-03,"Chemistry",9000000,"for the phage display of peptides and antibodies"
45,"George Paget Thomson","George Paget","Thomson",male,1892-05-03,"United Kingdom","Cambridge",1937-11-11,"Physics",158463,"for their experimental discovery of the diffraction of electrons by crystals"
235,"George Porter","George","Porter",male,1920-12-06,"United Kingdom","Stainforth",1967-10-30,"Chemistry",320000,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
327,"George R. Minot","George R.","Minot",male,1885-12-02,"USA","Boston, MA",1934-10-25,"Physiology or Medicine",162608,"for their discoveries concerning liver therapy in cases of anaemia"
387,"George Wald","George","Wald",male,1906-11-18,"USA","New York, NY",1967-10-18,"Physiology or Medicine",320000,"for their discoveries concerning the primary physiological and chemical visual processes in the eye"
142,"Georges Charpak","Georges","Charpak",male,1924-08-01,"Poland","Dabrovica",1992-10-14,"Physics",6500000,"for his invention and development of particle detectors, in particular the multiwire proportional chamber"
430,"Georges J.F. Köhler","Georges J.F.","Köhler",male,1946-04-17,"Germany","Munich",1984-10-15,"Physiology or Medicine",1650000,"for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies"
517,"Georges Pire","Georges","Pire",male,1910-02-10,"Belgium","Dinant",1958-11-10,"Peace",214559,"for his efforts to help refugees to leave their camps and return to a life of freedom and dignity"
398,"Gerald M. Edelman","Gerald M.","Edelman",male,1929-07-01,"USA","New York, NY",1972-10-12,"Physiology or Medicine",480000,"for their discoveries concerning the chemical structure of antibodies"
697,"Gerard Debreu","Gerard","Debreu",male,1921-07-04,"France","Calais",1983-10-17,"Economic Sciences",1500000,"for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium"
961,"Gérard Mourou","Gérard","Mourou",male,1944-06-22,"France","Albertville",2018-10-02,"Physics",9000000,"for their method of generating high-intensity, ultra-short optical pulses"
158,"Gerardus 't Hooft","Gerardus","'t Hooft",male,1946-07-05,"the Netherlands","Den Helder",1999-10-12,"Physics",7900000,"for elucidating the quantum structure of electroweak interactions in physics"
128,"Gerd Binnig","Gerd","Binnig",male,1947-07-20,"West Germany","Frankfurt-on-the-Main",1986-10-15,"Physics",2000000,"for their design of the scanning tunneling microscope"
334,"Gerhard Domagk","Gerhard","Domagk",male,1895-10-30,"Germany","Lagow",1939-10-26,"Physiology or Medicine",148822,"for the discovery of the antibacterial effects of prontosil"
816,"Gerhard Ertl","Gerhard","Ertl",male,1936-10-10,"Germany","Bad Cannstatt",2007-10-10,"Chemistry",10000000,"for his studies of chemical processes on solid surfaces"
240,"Gerhard Herzberg","Gerhard","Herzberg",male,1904-12-25,"Germany","Hamburg",1971-11-02,"Chemistry",450000,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals"
582,"Gerhart Hauptmann","Gerhart","Hauptmann",male,1862-11-15,"Prussia","Bad Salzbrunn",1912-11-14,"Literature",140476,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art"
438,"Gertrude B. Elion","Gertrude B.","Elion",female,1918-01-23,"USA","New York, NY",1988-10-17,"Physiology or Medicine",2500000,"for their discoveries of important principles for drug treatment"
344,"Gerty Cori","Gerty","Cori",female,1896-08-15,"Austria-Hungary","Prague",1947-10-23,"Physiology or Medicine",146115,"for their discovery of the course of the catalytic conversion of glycogen"
1001,"Giorgio Parisi","Giorgio","Parisi",male,1948-08-04,"Italy","Rome",2021-10-05,"Physics",10000000,"for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales"
635,"Giorgos Seferis","Giorgos","Seferis",male,1900-03-13,"Ottoman Empire","Smyrna",1963-10-24,"Literature",265000,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture"
576,"Giosuè Carducci","Giosuè","Carducci",male,1835-07-27,"Tuscany","Val di Castello",1906-11-08,"Literature",138536,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces"
229,"Giulio Natta","Giulio","Natta",male,1903-02-26,"Italy","Imperia",1963-11-05,"Chemistry",265000,"for their discoveries in the field of the chemistry and technology of high polymers"
213,"Glenn T. Seaborg","Glenn T.","Seaborg",male,1912-04-19,"USA","Ishpeming, MI",1951-11-15,"Chemistry",167612,"for their discoveries in the chemistry of the transuranium elements"
418,"Godfrey N. Hounsfield","Godfrey N.","Hounsfield",male,1919-08-28,"United Kingdom","Newark",1979-10-11,"Physiology or Medicine",800000,"for the development of computer assisted tomography"
810,"nan","nan","nan",nan,nan,"nan","nan",2006-10-13,"Peace",10000000,"for their efforts to create economic and social development from below"
597,"Grazia Deledda","Grazia","Deledda",female,1871-09-27,"Italy","Nuoro, Sardinia",1927-11-10,"Literature",116960,"for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general"
972,"Gregg L. Semenza","Gregg","Semenza",male,1956-07-12,"USA","New York, NY",2019-10-07,"Physiology or Medicine",9000000,"for their discoveries of how cells sense and adapt to oxygen availability"
13,"Guglielmo Marconi","Guglielmo","Marconi",male,1874-04-25,"Italy","Bologna",1909-11-09,"Physics",139800,"in recognition of their contributions to the development of wireless telegraphy"
1009,"Guido W. Imbens","Guido","Imbens",male,1963-09-03,"the Netherlands","Geldrop",2021-10-11,"Economic Sciences",10000000,"for their methodological contributions to the analysis of causal relationships"
684,"Gunnar Myrdal","Gunnar","Myrdal",male,1898-12-06,"Sweden","Skattungbyn",1974-10-09,"Economic Sciences",550000,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena"
461,"Günter Blobel","Günter","Blobel",male,1936-05-21,"Germany","Waltersdorf",1999-10-11,"Physiology or Medicine",7900000,"for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell"
676,"Günter Grass","Günter","Grass",male,1927-10-16,"Free City of Danzig","Danzig",1999-09-30,"Literature",7900000,"whose frolicsome black fables portray the forgotten face of history"
17,"Gustaf Dalén","Gustaf","Dalén",male,1869-11-30,"Sweden","Stenstorp",1912-11-12,"Physics",140476,"for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys"
31,"Gustav Hertz","Gustav","Hertz",male,1887-07-22,"Germany","Hamburg",1926-11-11,"Physics",118165,"for their discovery of the laws governing the impact of an electron upon an atom"
491,"Gustav Stresemann","Gustav","Stresemann",male,1878-05-10,"Germany","Berlin",1926-12-10,"Peace",116960,"for their crucial role in bringing about the Locarno Treaty"
777,"H. David Politzer","H. David","Politzer",male,1949-08-31,"USA","New York, NY",2004-10-05,"Physics",10000000,"for the discovery of asymptotic freedom in the theory of the strong interaction"
389,"H. Gobind Khorana","H. Gobind","Khorana",male,1922-01-09,"India","Raipur",1968-10-16,"Physiology or Medicine",350000,"for their interpretation of the genetic code and its function in protein synthesis"
751,"H. Robert Horvitz","H. Robert","Horvitz",male,1947-05-08,"USA","Chicago, IL",2002-10-07,"Physiology or Medicine",10000000,"for their discoveries concerning genetic regulation of organ development and programmed cell death"
626,"Halldór Laxness","Halldór","Laxness",male,1902-04-23,"Iceland","Reykjavik",1955-10-27,"Literature",190214,"for his vivid epic power which has renewed the great narrative art of Iceland"
416,"Hamilton O. Smith","Hamilton O.","Smith",male,1931-08-23,"USA","New York, NY",1978-10-12,"Physiology or Medicine",725000,"for the discovery of restriction enzymes and their application to problems of molecular genetics"
1042,"Han Kang","Kang","Han",female,1970-11-27,"South Korea","Gwangju",2024-10-10,"Literature",11000000,"for her intense poetic prose that confronts historical traumas and exposes the fragility of human life"
91,"Hannes Alfvén","Hannes","Alfvén",male,1908-05-30,"Sweden","Norrköping",1970-10-27,"Physics",400000,"for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics"
88,"Hans Bethe","Hans","Bethe",male,1906-07-02,"Germany","Strasbourg",1967-10-30,"Physics",320000,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars"
188,"Hans Fischer","Hans","Fischer",male,1881-07-27,"Germany","Hoechst",1930-11-13,"Chemistry",172947,"for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin"
136,"Hans G. Dehmelt","Hans G.","Dehmelt",male,1922-09-09,"Prussia","Görlitz",1989-10-12,"Physics",3000000,"for the development of the ion trap technique"
354,"Hans Krebs","Hans","Krebs",male,1900-08-25,"Germany","Hildesheim",1953-10-22,"Physiology or Medicine",175293,"for his discovery of the citric acid cycle"
329,"Hans Spemann","Hans","Spemann",male,1869-06-27,"Württemberg","Stuttgart",1935-10-24,"Physiology or Medicine",159917,"for his discovery of the organizer effect in embryonic development"
187,"Hans von Euler-Chelpin","Hans","von Euler-Chelpin",male,1873-02-15,"Germany","Augsburg",1929-11-12,"Chemistry",172760,"for their investigations on the fermentation of sugar and fermentative enzymes"
823,"Harald zur Hausen","Harald","zur Hausen",male,1936-03-11,"Germany","Gelsenkirchen",2008-10-06,"Physiology or Medicine",10000000,"for his discovery of human papilloma viruses causing cervical cancer"
192,"Harold C. Urey","Harold C.","Urey",male,1893-04-29,"USA","Walkerton, IN",1934-11-15,"Chemistry",162608,"for his discovery of heavy hydrogen"
441,"Harold E. Varmus","Harold E.","Varmus",male,1939-12-18,"USA","Oceanside, NY",1989-10-09,"Physiology or Medicine",3000000,"for their discovery of the cellular origin of retroviral oncogenes"
801,"Harold Pinter","Harold","Pinter",male,1930-10-10,"United Kingdom","London",2005-10-13,"Literature",10000000,"who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms"
704,"Harry M. Markowitz","Harry M.","Markowitz",male,1927-08-24,"USA","Chicago, IL",1990-10-16,"Economic Sciences",4000000,"for their pioneering work in the theory of financial economics"
650,"Harry Martinson","Harry","Martinson",male,1904-05-06,"Sweden","Jämshög",1974-10-03,"Literature",550000,"for writings that catch the dewdrop and reflect the cosmos"
272,"Hartmut Michel","Hartmut","Michel",male,1948-07-18,"West Germany","Ludwigsburg",1988-10-19,"Chemistry",2500000,"for the determination of the three-dimensional structure of a photosynthetic reaction centre"
985,"Harvey J. Alter","Harvey","Alter",male,1935-09-12,"USA","New York, NY",2020-10-05,"Physiology or Medicine",10000000,"for the discovery of Hepatitis C virus"
18,"Heike Kamerlingh Onnes","Heike","Kamerlingh Onnes",male,1853-09-21,"the Netherlands","Groningen",1913-11-11,"Physics",143010,"for his investigations on the properties of matter at low temperatures which led, inter alia, to the production of liquid helium"
647,"Heinrich Böll","Heinrich","Böll",male,1917-12-21,"Germany","Cologne",1972-10-19,"Literature",480000,"for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature"
129,"Heinrich Rohrer","Heinrich","Rohrer",male,1933-06-06,"Switzerland","Buchs",1986-10-15,"Physics",2000000,"for their design of the scanning tunneling microscope"
184,"Heinrich Wieland","Heinrich","Wieland",male,1877-06-04,"Germany","Pforzheim",1928-11-13,"Chemistry",126501,"for his investigations of the constitution of the bile acids and related substances"
2,"Hendrik A. Lorentz","Hendrik A.","Lorentz",male,1853-07-18,"the Netherlands","Arnhem",1902-11-11,"Physics",141847,"in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena"
4,"Henri Becquerel","Henri","Becquerel",male,1852-12-15,"France","Paris",1903-11-12,"Physics",141358,"in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity"
600,"Henri Bergson","Henri","Bergson",male,1859-10-18,"France","Paris",1928-11-13,"Literature",126501,"in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented"
